id,gold,pred,text,votes,top_votes,K,confidence,correct
74,Building,Building,Trenton (Cumberland Virginia).  Trenton also known as the “Brick House” is a historic plantation home located near Cumberland Cumberland County Virginia. It was built about 1829 and is a 2 1/2-story brick dwelling with a center-passage double-pile floor plan in the Federal style. It has transitional elements of the Early Classical Revival style. A one-story shed roofed addition was built about 1960. Also on the property are a contributing stable (c. 1930) brick shed/smokehouse (c. 1930) grading building (c.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
75,Company,Company,Merck Sharp & Dohme Federal Credit Union.  Merck Sharp & Dohme Credit Union is a federally insured state chartered 470 million dollar 28000 member natural person credit union operating from two public branches and four Merck & Co. branches in and around Chalfont Pennsylvania.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
76,Film,Film,Hotel Italia.  Hotel Italia is a gay pornographic film directed by Lucas Kazan in 1999.Every once in a while a video comes along without fanfare that surprises even the most jaded of critics writes Jeremy Spencer in AVN. Hotel Italia shot entirely in Italy and filled with gorgeous men romantic videography and incredible sex is one of those videos.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
77,Company,Company,Paine Webber.  Paine Webber and Company was an American stock brokerage and asset management firm that was acquired by the Swiss bank UBS AG in 2000. The company was founded in 1880 in Boston Massachusetts by William Alfred Paine and Wallace G. Webber. Operating with two employees they leased premises at 48 Congress Street in May 1881. The company was renamed Paine Webber & Co. when Charles Hamilton Paine became a partner.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
78,MeanOfTransportation,MeanOfTransportation,Clan (car).  The Clan Crusader was a fibreglass monocoque British sports car based on running gear from the Hillman Imp Sport including its Coventry Climax derived rear-mounted 875 cc engine. It was first made in Washington Co Durham England between 1971 and 1974 but since then several efforts have been made to bring the car back to production. Plans were made by Martin Phaff (of previous Ginetta fame) to re-resurrect the Clan in 2009 but nothing seems to have come of the project so far.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 1, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
79,Athlete,ABSTAIN,Robin Martin-Jenkins.  Robin Simon Christopher Martin-Jenkins (born 28 October 1975 Guildford Surrey England) is an English cricketer who played for Sussex CCC and British Universities. He is six feet 5 inches tall. He is the son of Christopher Martin-Jenkins the cricket writer and commentator. Martin-Jenkins was educated at Radley College and was in the same college house at the same time as cricketers Andrew Strauss and Ben Hutton.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",0,1,0.0,0
80,OfficeHolder,OfficeHolder,John Cebrowski.  John W. Cebrowski (born October 15 1939) is an American politician from the state of New Hampshire. A Republican he serves in the New Hampshire House of Representatives representing Hillsborough's 7th district.Cebrowski graduated from the Rochester Institute of Technology Rhode Island School of Design and Northwestern University's Kellogg School of Management. He served in the United States Marine Corps from 1962 through 1967 and was deployed during the Vietnam War.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
81,WrittenWork,Company,Cochrane Times-Post.  The Cochrane Times-Post is a weekly newspaper published on Friday. The newspaper serves Cochrane Ontario and the surrounding area and has a weekly circulation of approximately 2600 copies.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
82,MeanOfTransportation,Company,NASA Helios.  The NASA Helios Prototype was the fourth and final aircraft developed as part of an evolutionary series of solar- and fuel-cell-system-powered unmanned aerial vehicles. AeroVironment Inc. developed the vehicles under NASA's Environmental Research Aircraft and Sensor Technology (ERAST) program.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
83,Film,Film,Death and the Compass (film).  Death and the Compass is a 1992 film by Alex Cox based on the Jorge Luis Borges short story of the same name. It stars Peter Boyle Miguel Sandoval and Christopher Eccleston. Mexican actress Zaide Silvia Gutiérrez also appears.The film was originally a 55-minute drama made for Spanish TV/BBC in 1992. Producer Karl Braun found further money to expand the film into a feature but the film was not completed for four years.The soundtrack was composed by Dan Wool and Pray for Rain.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
84,EducationalInstitution,EducationalInstitution,Brockton Preparatory School.  Brockton Preparatory School is an independent co-educational school located in the Lynn Valley neighbourhood of the district municipality of North Vancouver British Columbia Canada. It comprises both a Junior and a Middle School with students from Kindergarten to grade 5 and grades 6 to 10 respectively.,"{""Company"": 0, ""EducationalInstitution"": 1, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
85,Film,Film,He Ran All the Way.  He Ran All the Way is a 1951 American crime drama film noir directed by John Berry and featuring John Garfield Shelley Winters and Wallace Ford.The film was Garfield's last as accusations of his involvement with the Communist Party and a refusal to name names while testifying before the HUAC led to his blacklisting in Hollywood.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
86,Animal,Animal,Vexillum luigiraybaudii.  Vexillum luigiraybaudii is a species of small sea snail marine gastropod mollusk in the family Costellariidae the ribbed miters.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
87,Album,Album,Procol Harum Live In Concert with the Edmonton Symphony Orchestra.  Procol Harum Live In Concert with the Edmonton Symphony Orchestra by the UK band Procol Harum was released in 1972; it was recorded at the Northern Alberta Jubilee Auditorium in Edmonton Alberta Canada on 18 November 1971. The album was very successful on the Billboard Top 200 peaking at #5. It is the band's best selling album certified Gold by the RIAA.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 1, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
88,Album,Artist,The Bells Sketch.  The Bells Sketch is the debut EP of London-based producer James Blake. It was released on 8 March 2010 by Hessle Audio. The EP received very positive reviews from music critics.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 1, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
89,Building,Building,Pallati i Brigadave.  The Royal Palace or Oborri Mbretëror Shqipetar formerly known as The Palace of Brigades (Albanian: Pallati Mbretëror i Tiranës or Pallati i Brigadave) is a royal palace situated in Tirana Albania. It previously served as the main official residence of King Zog I. It has been used by different Albanian governments for various purposes. In 1945 it officially ceased to serve as a residence because the monarchist regime was substituted with the Communist one.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
90,Building,EducationalInstitution,King Abdullah University Hospital.  King Abdullah University Hospital (Arabic: مستشفى الملك عبد الله الجامعي‎) often abbreviated KAUH is a hospital near Ar Ramtha Jordan. It is the largest medical structure in the north of the country serving approximately one million inhabitants from the Irbid Ajloun Jerash and Mafraq governorates.,"{""Company"": 0, ""EducationalInstitution"": 1, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
91,Building,Building,Skei Church.  Skei Church (Norwegian: Skei kirke) is a parish church in the municipality of Steinkjer in Nord-Trøndelag county Norway. It is located in the village of Ogndal. The church is part of the Ogndal parish in the Nord-Innherad deanery in the Diocese of Nidaros. The white wooden church was constructed in 1664 making it the oldest wooden church in Steinkjer.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
92,EducationalInstitution,EducationalInstitution,Armstrong School District (Pennsylvania).  The Armstrong School District is a large public school district which encompasses approximately 437 square miles (1130 km2). The District is one of the 500 public school districts of Pennsylvania.,"{""Company"": 0, ""EducationalInstitution"": 1, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
93,WrittenWork,WrittenWork,Glas (book).  Glas is a 1974 book by Jacques Derrida. It combines a reading of Hegel's philosophical works and of Jean Genet's autobiographical writing. One of Derrida's more inscrutable books its form and content invite a reflection on the nature of literary genre and of writing.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",1,1,1.0,1
94,WrittenWork,WrittenWork,Hype and Glory.  Hype and Glory is a 1990 memoir from William Goldman which details his experiences as a judge at the 1988 Cannes Film Festival and Miss America Pageant. The book includes an interview with Clint Eastwood and a profile on Robert Redford.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",1,1,1.0,1
95,Company,Company,Leisurecorp.  Leisurecorp formerly Istithmar Leisure is a subsidiary of Dubai World established in 2006 that invests in sports and leisure facilities with golf being a particular focus.Among the sites owned by Leisurecorp are PGA European Tour venues Pearl Valley Golf Estates in South Africa and Jumeirah Golf Estates in Dubai. In October 2008 it completed acquisition of the Turnberry Resort in Scotland venue for the 2009 Open Championship.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
96,Building,Building,Dolwyddelan Castle.  Dolwyddelan Castle (Welsh: Castell Dolwyddelan) is a Welsh castle located near Dolwyddelan in Conwy County in North Wales. It is thought to have been built in the early 13th century by Llywelyn the Great Prince of Gwynedd and North Wales. Though the castle was then only one tower with two floors a second tower was built in the late 13th century and a third floor was added to the first during the late 15th century repairs.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
97,MeanOfTransportation,MeanOfTransportation,Gudrun Mærsk.  The Gudrun Maersk is a very large container ship capable of carrying 8500 TEU and with a deadweight (DWT) of 115700 metric tons. The ship was built in 2005 and is operated by the Maersk Line.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 1, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
98,EducationalInstitution,EducationalInstitution,University of Toronto Faculty of Law.  The University of Toronto Faculty of Law (U of T Law UToronto Law or Toronto Law) is the law school of the University of Toronto. Originally founded in 1887 the Faculty is one of the oldest law faculties in Canada although it was not until 1958 that the faculty was officially recognized as an accredited institution by the Law Society of Upper Canada.,"{""Company"": 0, ""EducationalInstitution"": 1, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
99,MeanOfTransportation,MeanOfTransportation,Riley RM.  The Riley RM Series was the last automobile series developed independently by Riley. RM vehicles were produced from 1945 after the Second World War through the 1952 merger of the Riley's Nuffield Organisation with Austin to form BMC. They were originally made in Coventry but in 1949 production moved to the MG works at Abingdon. The RM models were marketed as the Riley 1½ Litre and the Riley 2½ Litre.There were three types of RM vehicles produced.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 1, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
100,OfficeHolder,OfficeHolder,Pat McCrory.  Patrick Lloyd Pat McCrory (born October 17 1956) is an American politician and the 74th Governor of North Carolina. He previously worked for Duke Energy and served a record 14 years as the 53rd Mayor of Charlotte from 1995 to 2009 and as a city councilman from 1989 to 1995. McCrory also received a presidential appointment by president George W. Bush to serve on the United States Homeland Security Advisory Council (HSAC) from 2002-2006.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
101,Animal,Animal,Sand devil.  The sand devil or Atlantic angel shark (Squatina dumeril) is a species of angel shark family Squatinidae native to the northwestern Atlantic Ocean. It occurs off the eastern United States in the northern Gulf of Mexico and possibly in parts of the Caribbean Sea. This bottom-dwelling shark is found in shallow inshore waters in summer and fall and deep offshore waters in winter and spring. The sand devil's flattened body and enlarged pectoral and pelvic fins give it a ray-like appearance.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
102,Film,Film,Barefoot Gen 2.  Barefoot Gen 2 (はだしのゲン2 Hadashi no Gen 2) is a 1986 Japanese action drama anime film following the 1983 Barefoot Gen animated movie loosely based on the Japanese manga series by Keiji Nakazawa.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
103,Animal,Animal,Mohnia abyssorum.  Mohnia abyssorum is a species of sea snail a marine gastropod mollusk in the family Buccinidae the true whelks.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
104,NaturalPlace,NaturalPlace,Mura River (Angara).  The Mura (Russian: Мура) is a river in Krasnoyarsk Krai Russia. It is a left tributary of the Angara River.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 1, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
105,Athlete,Athlete,Joel Tillema.  Joel Tillema (born 5 September 1989 in The Hague) is a Dutch professional footballer who plays for ADO Den Haag.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 1, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
106,OfficeHolder,OfficeHolder,Kamal Rani.  Kamal Rani (born 1958) is a Parliamentarian and a renowned social worker.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
107,OfficeHolder,OfficeHolder,Vitalis Zvinavashe.  Lt. Gen. (Rtd.) Vitalis Zvinavashe (27 September 1943 – 11 March 2009) was a retired former Commander of the Zimbabwe Defence Forces and politician. He was also a member of the Politburo of the ZANU-PF. Zvinavashe had modest academic credentials but was renowned among Zimbabwe’s military circles as a strategist.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
108,Building,Building,St Mary of the Angels Wellington.  St Mary of the Angels is a Catholic church on the corner of Boulcott Street and O'Reily Avenue in Wellington New Zealand. It is the parish church for Wellington Central.The building is classified as a Category I (places of 'special or outstanding historical or cultural heritage significance or value') historic place by the New Zealand Historic Places Trust.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
109,Plant,Plant,Tapeinoglossum.  Tapeinoglossum is a genus of orchids comprising 2 species endemic to New Guinea.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 1, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
110,Plant,Plant,Clermontia oblongifolia.  Clermontia oblongifolia is a species of flowering plant in the bellflower family known by the common name Oahu clermontia. It is one of several Hawaiian lobelioids in genus Clermontia that are known as ʻoha wai. This plant is native to three of the Hawaiian Islands where one subspecies is not uncommon but the other two are very rare and endangered.The more common subspecies ssp.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 1, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
111,Animal,Animal,Pogonoscorpius sechellensis.  Pogonoscorpius sechellensis is a species of scorpionfish native to the Indian Ocean from the vicinity of the Seychelles where it has been found at depths down to 68 metres (223 ft). This species reaches a length of 5.1 centimetres (2.0 in) SL. This species is the only known member of its genus.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
112,NaturalPlace,Building,Embalse de Guadalcacín.  Embalse de Guadalcacín is a reservoir in the province of Cádiz Andalusia Spain.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,0
113,Plant,Plant,Isoetes toximontana.  Isoetes toximontana is a plant species native to the Northern Cape and Western Cape regions of South Africa. It is known from only 3 sites. The type locality is on the slopes of Gifberg a mountain forming part of the eastern boundary of the Olifants River Valley. The name Gifberg means poison mountain; this is in reference to a poisonous tree called gifboom Euphorbia virosa that is endemic to the area.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 1, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
114,Artist,WrittenWork,James Salter.  James Salter (born June 10 1925 New York City) is an American novelist and short-story writer. Originally a career officer and pilot in the United States Air Force he abandoned the military profession in 1957 following the successful publication of his first novel The Hunters.After a brief career in film writing and film directing Salter became a writer's writer in 1979 with publication of the novel Solo Faces.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 1}",1,1,1.0,0
115,Artist,Artist,Ed Bogas.  Ed Bogas born Edgar Noel Bogas and sometimes credited as Edward Bogas is an American musician and composer whose work has been featured in films animations and video games.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 1, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
116,Animal,Animal,Calliostoma lithocolletum.  Calliostoma lithocolletum is a species of sea snail a marine gastropod mollusk in the family Calliostomatidae.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 1, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
117,Film,Film,She's the One (1996 film).  She's the One is a 1996 comedy-drama film and the second feature film to be written and directed by New York actor and director Edward Burns. It stars Jennifer Aniston and Cameron Diaz and is one of Tom Petty's few movie soundtracks.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 1, ""WrittenWork"": 0}",1,1,1.0,1
118,Building,ABSTAIN,St. John's Church Oakfield Ryde.  St. John's Church Oakfield Ryde is a parish church in the Church of England located in Ryde Isle of Wight.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",0,1,0.0,0
119,Building,Building,Jenkins' Town Lyceum Building.  Jenkins' Town Lyceum Building also known as Jenkintown Library is a historic lyceum and library building located at Jenkintown Montgomery County Pennsylvania. The original building was built in 1839 and expanded in 1909-1910. It is a two-story fieldstone building with a gable roof and a one-story rear wing and addition. It features a two-story columned portico with a flagstone floor.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",1,1,1.0,1
