id,gold,pred,text,votes,top_votes,K,confidence,correct
93,Business,Business,"Bush signs \$136 billion tax-cut bill with no fanfare WASHINGTON President Bush has signed into law the most sweeping rewrite of corporate tax law in nearly two decades. Bush signed the bill today with no fanfare, during a flight on Air Force One to a campaign stop in Pennsylvania.","{""World"": 0, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 0}",4,5,0.8,1
94,Sports,Sports,"Big East braces for growth spurt It #39;s hard to imagine, but the league that gave us college basketball #39;s last two national champions is about to get a lot better.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
95,World,Business,"ConocoPhillips boosts LUKoil stake to 10 percent (AFP) AFP - US oil major ConocoPhillips has boosted its stake in Russia's second-largest oil producer LUKoil to 10 percent, giving Conoco at least one representative on LUkoil's board.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
96,World,World,Adams backs power-sharing plan Sinn Fein President Gerry Adams   recommends his party  accept proposals to revive power-sharing.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
97,Sports,Sports,"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
98,Sci/Tech,Business,"PayPal Technical Snafu Hits eBay Online Commerce Technical problems for online payment service PayPal are hampering e-commerce on the eBay online marketplace. The payment service, which is owned by eBay, has been experiencing problems since last Friday when ","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
99,Business,World,"Argentina Views China As Market Economy Argentina recognized China as a market economy on Thursday, granting the Asian country a status it has been seeking worldwide to keep countries from imposing penalties on the dumping of Chinese exports.","{""World"": 4, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 0}",4,5,0.8,0
100,Sports,Sports,"Late collapse costs Park a victory Grace Park was bitterly disappointed after failing to produce her second LPGA title of the season Sunday at the Samsung World Championship at Big Horn Golf Course in Palm Desert, California.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
101,Business,Business,"Shareholders Toast Brewers' Merger  BRUSSELS/SAO PAULO (Reuters) - Shareholders gave their  blessing on Friday for Belgium's Interbrew &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=INTB.BR target=/stocks/quickinfo/fullquote""&gt;INTB.BR&lt;/A&gt; to buy  Brazil's AmBev &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AMBV4.SA target=/stocks/quickinfo/fullquote""&gt;AMBV4.SA&lt;/A&gt;&lt;ABV.N&gt; in a \$9.7 billion deal that  will create the world's largest brewer.","{""World"": 0, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 0}",4,5,0.8,1
102,Sci/Tech,Sci/Tech,Supercomputing at your fingertips Machines that only a few years ago seemed to be the stuff of fantasy are slowly but surely reaching the mainstream. &lt;br /&gt; Photos: IBM's Blue Gene/L &lt;br /&gt; Photos: Barcelona's big blade,"{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
103,Sci/Tech,Business,"Gates, Ballmer pay holds at about \$900,000 Paychecks stay the same for the top two, but compensation changes for other Microsoft workers as stock grants replace options.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
104,World,World,Soldiers face Abu Ghraib hearings Four US soldiers charged with abusing Iraqi prisoners  are set to face pre-trial hearings in Germany.,"{""World"": 4, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",4,5,0.8,1
105,Sci/Tech,Business,RealNetworks Gets in Content Business (AP) AP - RealNetworks Inc. survived the dot-com collapse and an assault from Microsoft Corp. Now it's trying to remake itself into a provider of paid Internet content.,"{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
106,Sports,Sports,Another controversial Man Utd-Arsenal game Mount St. Helen #39;s in Oregon has been active these last few months but that is nothing compared to the eruption at Old Trafford on Sunday.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
107,World,World,"U.S. Jet Fires at House in Fallujah (AP) AP - An American jet fired a missile at a house where about 10 members of an al-Qaida-linked group were believed to be meeting in the Sunni insurgent stronghold of Fallujah on Friday, police and the U.S. military said. At least three people were killed.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
108,Sci/Tech,Sci/Tech,"Delay in Shuttle Flights The battering that the hurricanes of the last month has inflicted on NASA centers could strain an already tight schedule for resuming shuttle flights, but it is too early to tell how badly, experts said Thursday.","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 4}",4,5,0.8,1
109,Business,Business,"Southwest Airlines to Cut 88 Flights (Reuters) Reuters - Southwest Airlines Inc. (LUV.N), the\largest U.S. discount carrier, on Monday said it will eliminate\88 scheduled flights in order to boost revenue by freeing up\planes for more lucrative markets.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
110,Sci/Tech,Sci/Tech,"NASA space capsule crashes into desert The Genesis space capsule, which had orbited the sun for more than three years in an attempt to find clues to the origin of the solar system, crashed to Earth on Wednesday after its parachute failed to deploy.","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
111,Business,Business,"Alcoa Warns Earnings to Miss Forecasts (Reuters) Reuters - Alcoa Inc. , the world's largest\aluminum producer, on Thursday warned that third-quarter\results would fall far short of Wall Street expectations, hurt\by plant shutdowns, restructuring costs and weakness in some\markets.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
112,Sports,Sports,"Ohio State #39;s big plays kill Wolverines Football coaches, especially those at Michigan, continually stress the importance of preventing the big play. A lot of players didn #39;t get the message on Saturday.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
113,Sci/Tech,Business,"Lycos Europe Pauses Anti-spam Efforts Lycos Europe #39;s controversial anti-spam efforts had a bumpy first week, with various availability problems, some of which may have been caused by the same spammers the site targeted with distributed denial of service (DDoS) attacks.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
114,World,World,"Thousands of Japanese endure night outdoors DESTRUCTION: At least 21 people have been killed by the quake, which has forced thousands to evacuate. Yesterday, many were readying to spend another chilly night outside.","{""World"": 4, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 1}",4,5,0.8,1
115,Sports,Sports,"Russell moving on, away from Lakers Bryon Russell doesn #39;t plan to read Phil Jackson #39;s book on the Lakers #39; tumultuous 2003-04 season. Russell doesn #39;t need to; he saw it all himself, as part of the not-quite Team of the Century.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
116,Business,Business,"UPDATE 4-Court #39;s cards ruling to aid MBNA, American Express The Supreme Court on Monday let stand a ruling that the Visa and MasterCard credit card associations violated US antitrust law by barring ","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
117,World,World,Darfur Peace Talks Struggle for Survival  ABUJA (Reuters) - Peace talks between Sudan's government  and Darfur rebels struggled for survival after one of the two  rebel groups said on Wednesday the negotiations had collapsed  but left open the chance of resumption.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
118,Sports,Sports,"Donald runs into Ryder form Luke Donald says his win in the European Masters on Sunday bodes well for his upcoming Ryder Cup debut. Donald was one of European captain Bernhard Langer #39;s two picks for the match, which takes place at Oakland Hills, Michigan from 17-19 September.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
119,Business,Business,"Microsoft, Novell Settle Antitrust Suit  SEATTLE/NEW YORK (Reuters) - Microsoft Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MSFT.O target=/stocks/quickinfo/fullquote""&gt;MSFT.O&lt;/A&gt; said  on Monday said it will pay \$536 million to its smaller rival  Novell Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NOVL.O target=/stocks/quickinfo/fullquote""&gt;NOVL.O&lt;/A&gt; to settle an antitrust suit and resolved a  10-year dispute with a computer trade group.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
120,Sports,Sports,"Tigers Clip Indians 6-4 (AP) AP - Eric Munson and Omar Infante each hit two-run homers and Detroit's bullpen stayed busy all night Thursday, leading the Tigers to a 6-4 win over the Cleveland Indians.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
121,World,World,Jailing of HK democrat in China 'politically motivated' (AFP) AFP - Hong Kong democrats accused China of jailing one of their members on trumped-up prostitution charges in a bid to disgrace a political movement Beijing has been feuding with for seven years.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
122,Business,World,"Oil firms above \$50 as Bush nears win Oil prices jumped above \$50 a barrel this morning, supported by US election tallies projecting a slim lead for President George W Bush.","{""World"": 3, ""Sports"": 0, ""Business"": 2, ""Sci/Tech"": 0}",3,5,0.6,0
123,Sci/Tech,Sci/Tech,"Launch Date Set for Solar Sail Summary - (Nov 10, 2004) The countdown has begun for the launch of the Planetary Society #39;s Cosmos 1 spacecraft; the first ever to be powered by a solar sail.","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
124,Sports,Sports,"Team almost had another legend SACRAMENTO -- The one who got away, Part I. With his collection of bow ties and an academic air, Sacramento assistant coach Pete Carril would have fit perfectly among the professors and scholars in Boston. He is, after all, one of the most intelligent and respected basketball minds living.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
125,Business,Business,"Some think this metal is golden So many disasters to avoid, so many uncertainties to resolve, no wonder so many investors have been cautious about buying stocks and bonds.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
126,Business,Business,"Restoring an Original At Charles Schwab, executives plan a return to the firm's original mission of serving mom-and-pop, buy-and-hold investors.","{""World"": 0, ""Sports"": 0, ""Business"": 4, ""Sci/Tech"": 0}",4,5,0.8,1
127,World,World,"B.C. Mountie killed in stolen truck crash leaves wife, two small children (Canadian Press) Canadian Press - VERNON, B.C. (CP) - Vernon RCMP have identified the auxiliary officer killed when the cruiser in which he was riding was struck by a stolen truck as Glen Evely, 39.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
128,World,World,"Pakistan tests nuclear-capable missile ISLAMABAD - Pakistan test-fired a short-range missile capable of carrying nuclear weapons on Monday, and said more tests are planned.","{""World"": 3, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 2}",3,5,0.6,1
129,World,World,"Explosion in Kathmandu injures 30 At least 30 people have been hurt in a explosion in Nepal #39;s capital, Kathmandu. Police say it was a bomb. The explosion struck a building of the government-owned Employees #39; Provident Fund that was under construction.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
130,Sci/Tech,Sci/Tech,"GPS in Cell Phones Performs Well While some handheld computers have GPS capabilities, not nearly as many people carry a PDA as the legions who've adopted cell phones as a daily appendage. That's why the notion of adding GPS navigation to a cell phone, as Nextel has with a service called TeleNav, seems appealing.","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
131,Sports,Sports,"Diva gallops into history wind, water and Makybe Diva -ll came together to create an unforgettable Melbourne Cup yesterday. The Diva raced through driving rain to win for the second year in a row.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
132,Business,Business,"INTERVIEW: Australia #39;s QBE Consolidates European Units SYDNEY (Dow Jones)--Seeking to cut costs and encouraged by UK regulatory changes, Australia #39;s QBE Insurance group Ltd. (QBE.AU) Tuesday said it will merge its Lloyd #39;s division with other European operations.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
133,Sports,Sports,Clash of the unpredictables: WI-Pak tie What would happen when two of the worlds most talented and unpredictable sides rub shoulders and that too in an ICC Champions Trophy semi-final?,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
134,Business,World,"For Craigslist, city was just the ticket Hadley Weinzierl used Craigslist to furnish her Jamaica Plain apartment, and when she bought a Maltese puppy, she sought advice from fellow Craigslisters on a good vet, a cheap dog-walker, and a park where she could let the dog run without a leash.","{""World"": 3, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 1}",3,5,0.6,0
135,Sci/Tech,Business,CRM Vendor Entellium Adopts Open-Source Strategy (TechWeb) TechWeb - Availability of Entellium's code could speed development of industry-specific CRM products.,"{""World"": 0, ""Sports"": 0, ""Business"": 3, ""Sci/Tech"": 2}",3,5,0.6,0
136,Sports,Sports,"Fresno St. Blows Out No. 13 Kansas State (AP) AP - Paul Pinegar threw two touchdown passes to Matt Rivera and ran for another score, and Fresno State upset No. 13 Kansas State 45-21 on Saturday.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
137,World,World,"UK charges 8 in terror plot linked to alert in US LONDON, AUGUST 17: Britain charged eight terror suspects on Tuesday with conspiracy to commit murder and said one had plans that could be used in striking US buildings that were the focus of security scares this month. ","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
138,Sci/Tech,Sci/Tech,MP3 Portable Market to Hit \$52B by 2008 Apple will be getting some stiff competition in the coming year. A slew of manufacturers will soon offer players utilizing small 1 quot; hard drives that help propel the iPod and allow them to compete more favorably in the market.,"{""World"": 0, ""Sports"": 0, ""Business"": 2, ""Sci/Tech"": 3}",3,5,0.6,1
139,World,World,"Iran Rejects Any Deal to End Uranium Enrichment  TEHRAN (Reuters) - Iran said on Saturday it would reject  any proposal to halt uranium enrichment, a step European Union  diplomats are proposing to end a row over whether Iran is  seeking atomic weapons.","{""World"": 4, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 1}",4,5,0.8,1
140,Business,Business,UAL and Its Creditors Agree to 30-Day Extension UAL's United Airlines will have a 30-day extention on the period in which it can file an exclusive bankruptcy reorganization plan.,"{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
141,World,World,"Sudan Questions WHO Darfur Deaths Figures Sudan on Saturday questioned UN estimates that up to 70,000 people have died from hunger and disease in its remote Darfur region since a rebellion began 20 months ago.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
142,Sports,Sports,Judge declines to dismiss BALCO case A federal judge said Wednesday that she would not immediately dismiss charges against four men accused of distributing steroids to top athletes.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
143,Business,World,"How the credit policy will affect you The Reserve Bank of India announced the mid-term review of its monetary policy on Tuesday. Though the central Bank kept away from the much expected interest rate hike, the policy contained recommendations ","{""World"": 3, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 0}",3,5,0.6,0
144,World,World,EU seeks joint asylum policy EU ministers meeting in Luxembourg plan moves to integrate their asylum and immigration procedures.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
145,Sports,Sports,ESPN.com news services HOUSTON -- The Houston Astros enter today #39;s contest against the Colorado Rockies knowing that a victory will earn them an improbable playoff berth.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
146,World,World,Jeanne death toll over 600 in Haiti (09/21/04)-- The death toll keeps rising in Haiti. Officials say at least 622 people have been killed by Hurricane Jeanne. Jeanne was downgraded to a tropical ,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
147,Business,Business,"Microsoft vs Sendo: It #39;s over The legal battle between UK phone manufacturer Sendo and Microsoft has been settled, the companies announced on Monday morning. Sendo had been suing Microsoft for the alleged theft of trade secrets, fraud ","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
148,Sports,Sports,"3 Giants Contest Fines Over Team Meetings (AP) AP - Three New York Giants have filed complaints with the NFL Players Association after being fined by coach Tom Coughlin for not being ""early enough"" to team meetings.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
149,Sports,Sports,Lions have their work cut out for them against Manning You see it every time Indianapolis Colts quarterback Peyton Manning steps to the line of scrimmage before taking the snap. It #39;s like he #39;s going through his own little workout routine.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
150,World,World,Earthquake hits Indonesian island At least six people are killed as a strong earthquake jolts an island in eastern Indonesia.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
151,Sci/Tech,Sci/Tech,"Researchers Study Plastics From Feathers (AP) AP - Researchers at Iowa State University are pecking away at ways of making environmentally friendly plastic. From golf tees to a biodegradable flower pot that can be planted directly in the ground, scientists are studying ways of making plastics from things such as chicken feathers and soy protein.","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
152,Sci/Tech,Business,Salesforce.com pushes integration (InfoWorld) InfoWorld - Hosted CRM service provider Salesforce.com took another step forward last week in its strategy to build an online ecosystem of vendors that offer software as a service.,"{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
153,Sports,Sports,Miller Wins Giant Slalom After Maier Falters Bode Miller won his fifth victory of the World Cup season in a giant slalom on Sunday after the three men ahead of him all faltered.,"{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
154,Sci/Tech,Sci/Tech,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.,"{""World"": 1, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 3}",3,5,0.6,1
155,Business,Business,"Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs pays less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members ","{""World"": 2, ""Sports"": 0, ""Business"": 3, ""Sci/Tech"": 0}",3,5,0.6,1
156,World,World,Britons still prefer fish n'chips (AFP) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons outstripping Chinese or Indian take-aways.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
157,Sports,World,SC to hear Zee petition tommorrow Five judges of the top court will hear a petition filed by Zee Telefilms on Tuesday. A three-judge panel of the Supreme Court said a five-judge bench would hear the dispute that threatens the rights of India #39;s ,"{""World"": 4, ""Sports"": 0, ""Business"": 1, ""Sci/Tech"": 0}",4,5,0.8,0
158,Business,Business,"Colgate-Palmolive Announces Job Cuts Toothpaste maker Colgate-Palmolive said today it is cutting 4,400 jobs and closing a third of its 78 factories around the world. The group, which makes products such as Colgate ","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
159,Business,Business,"Hit animated films boost Pixar Pixar Animation Studio reported on Thursday strong third-quarter results that were lifted by solid home video sales of its older blockbuster hits  quot;Finding Nemo #39; #39; and  quot;Monsters, Inc.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
160,World,World,"Sudan vows to restore order to Darfur but calls for African peacekeepers (AFP) AFP - Sudan will take the lead in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humanitarian aid, Foreign Minister Mustafa Osman Ismail said.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
161,World,World,US hostage killed by Iraqi captors A US hostage being held with Briton Ken Bigley has been killed by his captors. US officials said the body of Eugene Armstrong had been found.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
162,Sports,Business,"Cricket telecast: Prasar Bharati to move SC as aggrieved party #39; THE legal battle surrounding the awarding of telecast rights to Sony Entertainment Television for the forthcoming Australia tour of India is getting complicated with the Prasar Bharati CEO, Mr KS Sarma, saying that the national broadcaster would approach ","{""World"": 0, ""Sports"": 2, ""Business"": 3, ""Sci/Tech"": 0}",3,5,0.6,0
163,World,World,"Israel Announces West Bank Housing Plans (AP) AP - Israel announced plans Monday for 500 new housing units in the West Bank, after an apparent U.S. policy shift that has infuriated the Palestinians. The Palestinians oppose all Jewish settlement in the West Bank and Gaza Strip, lands where they hope to establish an independent state.","{""World"": 4, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",4,5,0.8,1
164,World,World,US Stops Short of Backing Brazil on UN Council Seat The United States stopped short of endorsing Brazil #39;s ambition for a permanent seat on an expanded UN Security Council but did say the country would be a  quot;solid candidate.,"{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
165,Sports,Sports,"F1 power struggle now in session. The legal battle for control of Formula One gets underway in earnest today, with Bernie Ecclestone and the three German banks that make up the major shareholding in the sport going to court to decide who has the right to power.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
166,Sports,Sports,"Despite struggles at plate, Boone wins Gold Glove The way Bret Boone sees it, winning a Gold Glove after a tough offensive season is a validation of the award itself.  quot;There #39;s a lot of debate about the Gold Glove, quot; the Mariners second baseman said.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
167,World,World,"Colombia militant gunned down A top leader of Colombia #39;s right-wing paramilitaries has been assassinated, throwing into further doubt the ongoing peace process with the government.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
168,Sports,Sports,"Second seed Dementieva hammered in New Haven The French Open runner-up, who had progressed to the last four with ease, was completely out of sorts as seventh seed Bovina wrapped up victory in only 56 minutes.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
169,Sci/Tech,Sci/Tech,NASA Space Station Status Report 10 December 2004 International Space Station crewmembers this week continued research and maintenance activities and prepared for arrival of the next Progress cargo craft.,"{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
170,Business,Business,"U.S. Stocks Gain as Oil Retreats  NEW YORK (Reuters) - U.S. stocks closed higher on Monday  after a drop in oil prices eased worries about corporate  profits, although disappointing earnings from diversified  manufacturer 3M Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MMM.N target=/stocks/quickinfo/fullquote""&gt;MMM.N&lt;/A&gt; limited gains on the blue-chip Dow.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
171,Sci/Tech,Sci/Tech,Astronomers find proof of Einstein #39;s theory Einstein was right: Scientists say satellites pulled slightly off their orbits show that the earth is indeed twisting the fabric of space-time as it rotates.,"{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
172,Business,Sci/Tech,"(B)old new frontiers Northrop Grumman Corp. and Boeing Co. yesterday announced plans to team up to design a vehicle to take astronauts back to the moon and even beyond, but they #39;ve got to make one stop first ","{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,0
173,Sports,Sports,"Dogged Astros Refocus Eyes on Texas On the strength of Carlos Beltran and a tireless bullpen, the Astros came back from a three-run deficit on Sunday to defeat the Cardinals, 6-5.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
174,World,Business,"Stocks Climb on Strong Economic Data NEW YORK - Newly optimistic investors sent stocks sharply higher Friday, propelling the Dow Jones industrials up more than 100 points, after economic data showed strength in manufacturing and construction. Wall Street greeted the departure of PeopleSoft Inc.'s chief executive by buying up technology shares...","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
175,Business,Business,Fed Raises Interest Rate to 2.25 Percent (Reuters) Reuters - The Federal Reserve raised U.S.\interest rates on Tuesday by a quarter-percentage point for the\fifth time this year and said it will keep gradually lifting\them from rock-bottom levels to forestall inflation.,"{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,1
176,World,World,"PITCAIRN TRIAL FINDS 5 OF 7 GUILTY The three New Zealand judges presiding over sexual assault cases on Pitcairn Island have handed down their verdicts in Adamstown, finding five of the seven men charged guilty of sex crimes.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
177,Sci/Tech,Sci/Tech,The Crusade Against Evolution In the beginning there was Darwin. And then there was intelligent design. How the next generation of 'creation science' is invading America's classrooms. By Evan Ratliff from Wired magazine.,"{""World"": 0, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 5}",5,5,1.0,1
178,World,World,"Georgian Troops Leave South Ossetia The soldiers withdrew from the heights above the Ossetian of capital of Tskhinvali Thursday, turning the area over to peacekeepers. Georgia says three of its soldiers were killed in earlier fighting, while Ossetian authorities say three civilians died ...","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
179,World,World,"Haitian storm survivors give thanks Amid the destruction from Tropical Storm Jeanne, Haitians have prayed for the 1,500 dead and given thanks that their lives were spared at services on Sunday.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
180,Sports,Sports,"Pot charge dropped against Anthony In a case that his lawyer said  quot;has received more prosecutorial scrutiny than any petty offense in Denver history, quot; Nuggets forward Carmelo Anthony saw the marijuana charge he faced dropped by the Denver City Attorney #39;s office today.","{""World"": 0, ""Sports"": 5, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
181,World,World,"Gangs on Prowl in Storm-Wracked Haiti (AP) AP - Victims who lost relatives, homes and belongings in Tropical Storm Jeanne are now tormented by street gangs who attack food convoys, raid homes at night and shoot those who get in their way.","{""World"": 5, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",5,5,1.0,1
182,Sci/Tech,Business,"Cox brings VoIP service to more cities Company also plans to launch a business-class Net phone service in Roanoke, Va., as cable providers battle to gain market share.","{""World"": 0, ""Sports"": 0, ""Business"": 5, ""Sci/Tech"": 0}",5,5,1.0,0
183,Sci/Tech,Business,MPAA widens piracy net Hollywood studios launched legal attacks Tuesday on the computer server operators they claim are the technological middlemen making online film theft possible.,"{""World"": 2, ""Sports"": 0, ""Business"": 3, ""Sci/Tech"": 0}",3,5,0.6,0
184,World,World,"China, Singapore Say World Must Help Calm Taiwan Row China and Singapore on Monday urged the international community to help calm Beijing #39;s dispute with Taiwan over its push for independence.","{""World"": 4, ""Sports"": 0, ""Business"": 0, ""Sci/Tech"": 0}",4,5,0.8,1
